"ac_type","ac_fl","fl","m_lo","m_nom","m_hi","V_cl_1","V_cl_2","M_cl","V_cr_1","V_cr_2","M_cr","V_des_1","V_des_2","M_des","h_MO","CL_TAS","CL_ROCD_lo_m","CL_ROCD_nom_m","CL_ROCD_hi_m","CL_fuel_nom_m","CR_TAS","CR_fuel_lo_m","CR_fuel_nom_m","CR_fuel_hi_m","DES_TAS","DES_ROCD_nom_m","DES_fuel_nom_m"
"C560","C560_FL450","450",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"315","620","440","100","8.5","419","8.7","9.1","10.2","429","1400","5.1"
"C560","C560_speed_laws","none","6000","6340","7210","250","250","0.55","200","200","0.73","200","200","0.75","45000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C750","C750_FL000","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"145","1670","1660","1550","29.7",NULL,NULL,NULL,NULL,"136","820","15.2"
"C750","C750_FL005","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"146","1660","1650","1540","29.5",NULL,NULL,NULL,NULL,"137","820","15.2"
"C750","C750_FL010","10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"148","1650","1640","1530","29.2",NULL,NULL,NULL,NULL,"143","820","15.2"
"C750","C750_FL015","15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"154","1750","1710","1590","29.2",NULL,NULL,NULL,NULL,"155","820","15.2"
"C750","C750_FL020","20",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"155","1740","1700","1590","29.0",NULL,NULL,NULL,NULL,"187","850","15.1"
"C750","C750_FL030","30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"178","2100","1980","1840","29.4","230","15.1","15.1","15.1","230","1020","15.1"
"C750","C750_FL040","40",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"212","2550","2320","2160","30.2","233","15.1","15.1","15.1","233","1030","15.1"
"C750","C750_FL060","60",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"272","3200","2640","2400","31.3","272","15.0","15.0","15.0","240","1050","15.0"
"C750","C750_FL080","80",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"280","3110","2560","2320","30.4","280","14.9","14.9","14.9","280","1290","14.9"
"C750","C750_FL100","100",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"289","3030","2490","2250","29.6","289","14.8","14.8","14.8","289","1310","14.8"
"C750","C750_FL120","120",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"356","2960","2450","2230","30.6","297","14.7","14.7","14.7","400","2390","14.7"
"C750","C750_FL140","140",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"366","2840","2350","2080","29.8","306","14.6","14.6","14.6","412","2420","14.6"
"C750","C750_FL160","160",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"377","2720","2240","1980","28.9","377","14.5","14.5","14.5","424","2440","14.5"
"C750","C750_FL180","180",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"388","2590","2130","1870","28.1","388","14.4","14.4","14.4","436","2460","14.4"
"C750","C750_FL200","200",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"400","2470","2010","1770","27.2","400","14.4","14.4","14.4","449","2490","14.4"
"C750","C750_FL220","220",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"412","2340","1900","1660","26.4","412","14.3","14.3","14.3","463","2510","14.3"
"C750","C750_FL240","240",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"425","2210","1780","1550","25.6","425","14.2","14.2","14.2","476","2520","14.2"
"C750","C750_FL260","260",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"438","2070","1660","1440","24.8","438","14.1","14.1","14.1","491","2540","14.1"
"C750","C750_FL280","280",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"452","1940","1540","1330","24.0","452","14.0","14.0","14.0","487","3420","14.0"
"C750","C750_FL290","290",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"459","1870","1480","1270","23.6","459","14.0","14.0","14.0","485","3310","14.0"
"C750","C750_FL310","310",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"469","2500","1960","1670","22.8","473","13.9","13.9","13.9","481","3090","13.9"
"C750","C750_FL330","330",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"465","2410","1870","1580","21.6","477","13.8","13.8","13.8","477","2910","13.8"
"C750","C750_FL350","350",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"461","2310","1770","1470","20.5","473","13.7","13.7","13.7","473","2740","13.7"
"C750","C750_FL370","370",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"459","2020","1480","1240","19.4","470","13.6","13.6","13.6","470","2380","13.6"
"C750","C750_FL390","390",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"459","1920","1370","1120","18.5","470","13.5","13.5","13.5","470","2300","13.5"
"C750","C750_FL410","410",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"459","1810","1250","1000","17.5","470","13.4","13.4","13.4","470","2240","13.4"
"C750","C750_FL430","430",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"459","1690","1120","850","16.6","470","13.3","13.3","13.3","470","2210","13.3"
"C750","C750_FL450","450",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"459","1550","970","700","15.7","470","13.2","13.2","13.2","470","2190","13.2"
"C750","C750_FL470","470",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"459","1400","810","530","14.8","470","13.2","13.2","13.2","470","2190","13.2"
"C750","C750_FL490","490",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"459","1240","640","350","14.0","470","13.1","13.1","13.1","470","2220","13.1"
"C750","C750_FL510","510",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"459","1070","460","160","13.1","470","13.0","13.0","13.0","470","2250","13.0"
"C750","C750_speed_laws","none","11650","14500","16193","250","300","0.80","250","300","0.82","250","339","0.82","51000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"CL60","CL60_FL000","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"139","2590","2320","1870","38.8",NULL,NULL,NULL,NULL,"139","1030","12.0"
"CL60","CL60_FL005","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"140","2590","2310","1850","38.5",NULL,NULL,NULL,NULL,"140","1030","12.0"
"CL60","CL60_FL010","10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"141","2580","2300","1840","38.2",NULL,NULL,NULL,NULL,"146","1040","12.0"
"CL60","CL60_FL015","15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"147","2730","2400","1920","37.9",NULL,NULL,NULL,NULL,"157","1050","12.0"
"CL60","CL60_FL020","20",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"148","2720","2390","1910","37.6",NULL,NULL,NULL,NULL,"189","1170","12.0"
"CL60","CL60_FL030","30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"171","3280","2770","2210","37.4","230","12.0","12.0","13.2","230","1470","12.0"
"CL60","CL60_FL040","40",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"205","3990","3240","2570","37.3","233","12.0","12.0","13.2","233","1490","12.0"
"CL60","CL60_FL060","60",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"272","5070","3680","2770","37.0","272","12.0","12.0","14.1","240","1520","12.0"
"CL60","CL60_FL080","80",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"280","4930","3570","2680","35.8","280","12.0","12.0","14.1","280","1930","12.0"
"CL60","CL60_FL100","100",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"289","4790","3450","2570","34.6","289","12.0","12.0","14.1","289","1970","12.0"
"CL60","CL60_FL120","120",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"297","4630","3330","2460","33.3","297","12.0","12.1","14.2","344","2690","12.0"
"CL60","CL60_FL140","140",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"306","4460","3200","2350","32.1","306","12.0","12.1","14.2","354","2740","12.0"
"CL60","CL60_FL160","160",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"316","4220","3050","2190","30.8","353","12.8","14.0","15.7","365","2780","12.0"
"CL60","CL60_FL180","180",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"326","4030","2910","2070","29.6","363","12.8","14.0","15.7","376","2820","12.0"
"CL60","CL60_FL200","200",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"336","3840","2750","1930","28.3","375","12.8","14.0","15.8","387","2860","12.0"
"CL60","CL60_FL220","220",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"347","3640","2580","1790","27.1","386","12.8","14.0","15.8","399","2900","12.0"
"CL60","CL60_FL240","240",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"358","3420","2410","1650","25.9","398","12.7","14.0","15.8","412","2930","12.0"
"CL60","CL60_FL260","260",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"369","3200","2230","1490","24.6","411","12.7","14.0","15.8","420","3850","12.0"
"CL60","CL60_FL280","280",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"381","2970","2040","1330","23.4","424","12.7","14.0","15.9","416","3610","12.0"
"CL60","CL60_FL290","290",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"387","2840","1940","1250","22.7","431","12.7","14.0","15.9","414","3500","12.0"
"CL60","CL60_FL310","310",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"400","2600","1740","1080","21.5","444","12.6","13.9","15.9","411","2230","12.0"
"CL60","CL60_FL330","330",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"407","3140","2060","1200","20.2","448","12.1","13.5","15.5","407","2130","12.0"
"CL60","CL60_FL350","350",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"403","2880","1820","970","18.8","444","12.0","12.8","15.0","403","2070","12.0"
"CL60","CL60_FL370","370",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"401","2440","1470","680","17.4","442","12.0","12.2","14.7","401","1900","12.0"
"CL60","CL60_FL390","390",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"401","2180","1210","430","16.1","442","12.0","12.0","14.5","401","1910","12.0"
"CL60","CL60_FL410","410",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"401","1900","950","170","14.8","442","12.0","12.0","14.2","401","1940","12.0"
"CL60","CL60_speed_laws","none","11148","15450","20230","250","250","0.70","250","280","0.77","250","290","0.70","41000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"CRJ1","CRJ1_FL000","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"151","2460","2540","2320","37.1",NULL,NULL,NULL,NULL,"145","810","8.1"
"CRJ1","CRJ1_FL005","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"152","2450","2470","2300","36.7",NULL,NULL,NULL,NULL,"146","830","8.0"
"CRJ1","CRJ1_FL010","10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"153","2430","2450","2280","36.4",NULL,NULL,NULL,NULL,"152","890","8.0"
"CRJ1","CRJ1_FL015","15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"160","2520","2520","2340","36.4",NULL,NULL,NULL,NULL,"164","960","6.0"
"CRJ1","CRJ1_FL020","20",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"161","2500","2500","2320","36.1",NULL,NULL,NULL,NULL,"196","1250","6.0"
"CRJ1","CRJ1_FL030","30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"184","2850","2760","2540","36.8","230","10.8","11.7","12.6","230","1310","6.0"
"CRJ1","CRJ1_FL040","40",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"218","3270","3040","2770","38.2","233","10.9","11.7","12.7","233","1330","6.0"
"CRJ1","CRJ1_FL060","60",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"272","3600","3120","2780","39.8","272","13.7","14.4","15.2","240","1370","6.0"
"CRJ1","CRJ1_FL080","80",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"280","3420","2960","2630","38.3","280","13.8","14.6","15.4","280","1820","6.0"
"CRJ1","CRJ1_FL100","100",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"289","3240","2790","2480","36.9","289","14.0","14.7","15.5","289","1860","6.0"
"CRJ1","CRJ1_FL120","120",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"344","2840","2450","2180","38.0","297","14.1","14.9","15.7","344","2660","6.0"
"CRJ1","CRJ1_FL140","140",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"354","2610","2240","1980","36.5","306","14.3","15.0","15.9","354","1980","6.0"
"CRJ1","CRJ1_FL160","160",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"365","2370","2030","1790","35.0","365","19.4","20.0","20.7","365","2060","6.0"
"CRJ1","CRJ1_FL180","180",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"376","2140","1820","1590","33.6","376","19.6","20.2","20.9","376","2130","6.0"
"CRJ1","CRJ1_FL200","200",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"387","1900","1600","1390","32.1","387","19.7","20.4","21.1","387","2200","6.0"
"CRJ1","CRJ1_FL220","220",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"399","1660","1390","1190","30.7","399","19.9","20.6","21.3","399","2270","6.0"
"CRJ1","CRJ1_FL240","240",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"412","1410","1170","980","29.2","412","20.1","20.8","21.6","412","2330","6.0"
"CRJ1","CRJ1_FL260","260",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"425","1170","950","780","27.8","425","20.3","21.0","21.8","425","2400","6.0"
"CRJ1","CRJ1_FL280","280",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"438","920","730","570","26.3","438","20.5","21.2","22.0","438","2460","6.0"
"CRJ1","CRJ1_FL290","290",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"438","1190","920","710","25.4","438","19.9","20.6","21.5","438","3270","6.0"
"CRJ1","CRJ1_FL310","310",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"434","1090","820","610","23.4","434","18.4","19.2","20.1","434","3040","6.0"
"CRJ1","CRJ1_FL330","330",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"430","970","710","490","21.6","430","17.1","18.0","19.0","430","2840","6.0"
"CRJ1","CRJ1_FL350","350",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"427","850","580","360","19.7","427","15.9","16.9","18.0","427","2680","6.0"
"CRJ1","CRJ1_FL370","370",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"424","650","410","210","18.0","424","14.9","16.0","17.1","424","2360","6.0"
"CRJ1","CRJ1_FL390","390",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"424","510","270","60","16.4","424","14.1","15.3","15.6","424","2270","6.0"
"CRJ1","CRJ1_FL410","410",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"424","360","110","0","14.9","424","13.4","14.1","14.1","424","2210","6.0"
"CRJ1","CRJ1_speed_laws","none","17760","21000","23995","250","290","0.74","250","290","0.74","250","290","0.74","41000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"D228","D228_FL000","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"125","1920","1610","1480","7.2",NULL,NULL,NULL,NULL,"92","530","3.7"
"D228","D228_FL005","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"136","1890","1570","1430","7.2",NULL,NULL,NULL,NULL,"93","530","3.7"
"D228","D228_FL010","10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"142","1850","1530","1400","7.1",NULL,NULL,NULL,NULL,"99","520","3.7"
"D228","D228_FL015","15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"169","1670","1420","1310","7.1",NULL,NULL,NULL,NULL,"109","520","3.6"
"D228","D228_FL020","20",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"170","1640","1390","1280","7.0",NULL,NULL,NULL,NULL,"141","560","3.6"
"D228","D228_FL030","30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"172","1570","1330","1220","6.8","188","3.5","4.0","4.3","172","700","3.5"
"D228","D228_FL040","40",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"175","1500","1270","1160","6.6","191","3.6","4.0","4.4","175","710","3.4"
"D228","D228_FL060","60",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"180","1370","1150","1040","6.3","196","3.7","4.1","4.5","180","720","3.3"
"D228","D228_FL080","80",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"186","1230","1020","920","5.9","202","3.8","4.3","4.7","186","740","3.2"
"D228","D228_FL100","100",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"191","1100","900","800","5.5","209","3.9","4.4","4.8","191","760","3.0"
"D228","D228_FL120","120",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"197","960","770","670","5.2","215","4.0","4.5","4.9","197","780","2.9"
"D228","D228_FL140","140",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"201","900","700","600","4.8","214","3.8","4.4","4.8","201","850","2.7"
"D228","D228_FL160","160",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"200","790","600","490","4.4","212","3.7","4.2","4.7","200","830","2.6"
"D228","D228_FL180","180",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"198","680","490","380","4.0","211","3.5","4.1","4.7","198","820","2.5"
"D228","D228_FL200","200",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"197","570","380","270","3.6","209","3.4","4.1","4.6","197","810","2.3"
"D228","D228_FL220","220",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"195","440","260","140","3.2","207","3.3","4.0","4.6","195","810","2.2"
"D228","D228_FL240","240",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"193","320","140","20","2.8","206","3.2","4.0","4.3","193","810","2.0"
"D228","D228_FL260","260",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192","190","20","0","2.3","204","3.2","3.7","3.7","192","820","1.9"
"D228","D228_FL280","280",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"190","60","0","0","1.9","202","3.1","3.1","3.1","190","840","1.7"
"D228","D228_speed_laws","none","4488","5600","6400","165","165","0.32","180","180","0.34","165","165","0.32","28000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"D328","D328_FL000","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"162","2580","2370","2040","13.0",NULL,NULL,NULL,NULL,"122","570","7.3"
"D328","D328_FL005","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"173","2520","2160","1960","13.1",NULL,NULL,NULL,NULL,"123","580","7.3"
"D328","D328_FL010","10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"179","2480","2100","1930","13.1",NULL,NULL,NULL,NULL,"129","600","7.3"
"D328","D328_FL015","15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"184","2280","2050","1910","13.1",NULL,NULL,NULL,NULL,"140","640","7.3"
"D328","D328_FL020","20",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"185","2260","2030","1890","13.0",NULL,NULL,NULL,NULL,"172","840","7.3"
"D328","D328_FL030","30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"188","2210","1980","1840","12.9","188","7.3","7.3","7.3","230","1620","7.3"
"D328","D328_FL040","40",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"191","2160","1940","1790","12.8","191","7.3","7.3","7.3","233","1650","7.3"
"D328","D328_FL060","60",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"196","2070","1850","1700","12.6","272","9.8","10.1","10.5","240","1700","7.3"
"D328","D328_FL080","80",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"202","1970","1750","1600","12.4","280","10.1","10.4","10.8","280","2450","7.3"
"D328","D328_FL100","100",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"209","1870","1660","1510","12.1","289","10.4","10.7","11.0","289","2510","7.3"
"D328","D328_FL120","120",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"215","1780","1560","1410","11.9","321","12.7","12.7","12.7","321","1910","7.3"
"D328","D328_FL140","140",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"222","1680","1470","1310","11.7","330","12.6","12.6","12.6","330","2000","7.3"
"D328","D328_FL160","160",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"229","1580","1370","1220","11.5","340","12.4","12.4","12.4","340","2090","7.3"
"D328","D328_FL180","180",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"236","1480","1280","1120","11.3","351","12.3","12.3","12.3","351","2180","7.3"
"D328","D328_FL200","200",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"244","1380","1180","1020","11.1","362","12.1","12.1","12.1","362","2270","7.3"
"D328","D328_FL220","220",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"252","1280","1090","920","10.9","360","11.8","11.8","11.8","360","2540","7.3"
"D328","D328_FL240","240",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"261","1180","990","820","10.7","357","11.5","11.5","11.5","357","2280","7.3"
"D328","D328_FL260","260",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"269","1090","900","730","10.6","354","11.2","11.2","11.2","354","2060","7.3"
"D328","D328_FL280","280",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"279","990","800","630","10.4","351","10.7","10.8","10.8","351","1860","7.3"
"D328","D328_FL290","290",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"283","940","750","580","10.3","349","10.3","10.7","10.7","349","1770","7.3"
"D328","D328_FL310","310",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"293","840","660","480","10.1","346","9.6","10.1","10.3","346","1620","7.3"
